title,Number_of_tags,class_val
"Eli Lilly, Posting Loss, Cites Imclone Acquisition",4,0
Federer Beats Roddick to Advance to Final,4,0
Lawmakers Call for Change in Paying Bonuses,4,0
Financial Crisis Dims Hopes for Giant Cross-Border Banks in Europe,3,0
"For Refugees, Recession Makes Hard Times Even Harder",7,0
Grand Jury Indicts 3 in Tax Scheme,4,0
Georgian Leader Faces Calls to Quit,5,0
Grand Jury Investigates Los Angeles Priest Cases,6,0
A Global Credit Squeeze Is Felt Unevenly,4,0
Hundreds of Thousands Protest in France,4,0
Kodak to Lose Up to 18% of Work Force,3,0
Iraqi Elections Face Crucial Test in Violent Mosul,4,0
"Jailed C.I.A. Mole Kept Spying for Russia, via Son, U.S. Says",5,0
Judge Refuses to Delay a Case at Guantánamo,6,0
Reports Underscore Weakness of Economy,5,0
Little Sisters in Final in Australia,3,0
Wall Street Cautious on Signs of Persistent Slump,3,0
Mars Rover Doing Well After Memory Glitch,6,0
North Korea Scrapping Accords With South Korea,4,0
Curlers Prove Not All Brazilian Sweepers Play Soccer,3,0
Obama May Seek Republican for Cabinet,5,0
Obama Signs Equal-Pay Legislation,5,0
Australian Vaulter Returns to Millrose Games as a National Hero,5,0
Blagojevich Makes a Day of It on Way Out,7,0
Talking Softly About Democracy Promotion,2,0
"Amazon Has Strong Quarter, Unlike Other Retailers",2,0
Where the Still Flourishing Underground Economy Is the Only Economy,7,0
"Shares of Sony, Nintendo and Toshiba Fall",7,0
The Terrible Towel’s Wonderful Legacy,7,0
South African Leader’s Sex Life Stirs Salacious Gossip and Privacy Debate,10,0
"At Halftime of the Super Bowl, It’s B-r-u-u-u-u-u-u-u-c-e",4,0
Special Skill Gives Steeler a Moment to Savor,3,0
Suicides of Soldiers Reach High of Nearly 3 Decades,4,0
Three Candidates Are Killed in Iraq,4,0
U.N. Leads Evacuation From Sri Lanka,10,0
300 Laid Off at Sears,2,0
7 Die in Bus Crash Near Hoover Dam,4,0
A Calmer Iraq Takes Another Try at the Ballot,2,0
Questioning Role of Politics in Secrecy of Kenyan Election Poll,7,0
Coca-Cola Deleting �Classic� From Coke Label,3,0
"Robinson, an Unpredictable Catalyst, Powers the Knicks� Surge",4,0
The Holocaust Furor and the U.S. Bishops,5,0
Better Answers Sought on Banks’ Use of Aid,5,0
Bishop Apologizes to Vatican for ‘Media Storm’,3,0
"British Unions, Angry Over Use of Foreign Workers, Stage Walkouts",4,0
Zeinab Sadiq Jaafar,3,0
Khalid Shakar al-Dulaimi,3,0
Haithem Ahmed Alam Khalaf,3,0
Daschle Pays 3 Years of Tax on Use of Car,5,0
Pullback Less Than Expected in 4th Quarter,4,0
Rod Woodson Tries to Stay Grounded Amid Hall of Fame Talk,7,0
"Florida Speaker Steps Down, Citing Corruption Investigation",4,0
General Says Shoot Dealers in Afghanistan,4,0
Getting Theirs Cuts Both Ways on Wall Street,4,0
"In Address, Roger Goodell Says Union Profit Claims Are ‘Fiction’",3,0
Powerful Forces Are at Work Inside the Physics of Hitting,3,0
January Wasn�t a Good Month on Wall St.,1,0
Israeli Advocacy Group Begins Campaign to Help Palestinians Sue Over Settlements,4,0
Japan’s Latest Woes Include Layoffs at NEC,4,0
Layoffs Herald a Heyday for Employee Lawsuits,6,0
"Bernard Lagat Wins Mile at Millrose, Tying Record",9,0
Medvedev Visits Newspaper of Slain Journalists,5,0
Memory of Pat Tillman Lives On in Phoenix,5,0
Moderate Elected President in Somalia,3,0
"In Icy Kentucky, Thousands Are Still Without Power",3,0
"Nadal Outlasts Verdasco, but Federer Awaits in Australian Open Final",4,0
The Smell of Success in the Quarter May Change,4,0
Newspaper Companies to Make More Cutbacks,6,0
Obama Moves to Reverse Bush Labor Policies,4,0
Chief Executives Are Growing More Pessimistic,2,0
Fan Praises Nets Center for His Help on Highway,4,0
Police Release Mexican Beauty Queen,5,0
A Transfer of Power Brings Calm and Relief to the Illinois Capitol,4,0
Procter & Gamble Earnings Rise 53% in Quarter,2,0
Republicans Choose First Black Party Chairman,1,0
Roche Offer for Genentech Turns Hostile,4,0
Russia and Cuba Sign Strategic Partnership,3,0
Russia and Cuba Sign Agreements During Raúl Castro’s Visit,4,0
"Sadr Is Silent, but Backers Work Behind Scenes",3,0
Republicans Choose First Black Party Chairman,4,0
Ski Maker’s Idea Is Met by Scolding Tongue of Gene Simmons,4,0
Smartphone From Dell? Just Maybe,4,0
South Korea Heightens Military Readiness as North Scraps Pacts,4,0
Speculation About Where Clinton Will Travel First,3,0
Phillies Pitchers of Old Revel in Past and Present,3,0
William C. Rhoden: Talk of Unity Rings Hollow While Battles Persist Inside Union,10,0
Stimulus Plan Encounters Stiff Resistance in Senate,3,0
Successor in Illinois Is the Anti-Blagojevich,4,0
"Utilities Turn Their Customers Green, With Envy",6,0
Warning Sounded as France Moves Ahead on Reactor,4,0
"With a Swipe at Bush, Obama Acts to Bolster Labor",6,0
Opposition Party to Join Zimbabwe’s Government,4,0
300 Laid Off at Sears,2,0
Japan’s Latest Woes Include Layoffs at NEC,4,0
Warning Sounded as France Moves Ahead on Reactor,4,0
Better Answers Sought on Banks’ Use of Aid,5,0
Newspaper Companies to Make More Cutbacks,6,0
Coca-Cola Deleting �Classic� From Coke Label,3,0
Russia and Cuba Sign Strategic Partnership,3,0
"British Unions, Angry Over Use of Foreign Workers, Stage Walkouts",4,0
Bishop Apologizes to Vatican for ‘Media Storm’,3,0
Questioning Role of Politics in Secrecy of Kenyan Election Poll,7,0
"Sadr Is Silent, but Backers Work Behind Scenes",3,0
Police Release Mexican Beauty Queen,5,0
"In Address, Roger Goodell Says Union Profit Claims Are ‘Fiction’",3,0
"Robinson, an Unpredictable Catalyst, Powers the Knicks� Surge",4,0
Red Sox And Varitek Agree to 1-Year Deal,6,0
Ski Maker’s Idea Is Met by Scolding Tongue of Gene Simmons,4,0
"Bernard Lagat Wins Mile at Millrose, Tying Record",9,0
"In Win Over Manhattan, Rachele Fitz Sets Marist�s Scoring Mark",9,0
Daschle Pays 3 Years of Tax on Use of Car,5,0
Roche Offer for Genentech Turns Hostile,4,0
Getting Theirs Cuts Both Ways on Wall Street,4,0
Pullback Less Than Expected in 4th Quarter,4,0
Layoffs Herald a Heyday for Employee Lawsuits,6,0
Russia and Cuba Sign Agreements During Raúl Castro’s Visit,4,0
Medvedev Visits Newspaper of Slain Journalists,5,0
General Says Shoot Dealers in Afghanistan,4,0
A Calmer Iraq Takes Another Try at the Ballot,2,0
N.F.L. Stars Who Took the Pitch and Ran With It,4,0
Fan Praises Nets Center for His Help on Highway,4,0
Phillies Pitchers of Old Revel in Past and Present,3,0
Langenbrunner Again Lifts the Devils in Overtime,9,0
"In Icy Kentucky, Thousands Are Still Without Power",3,0
The Holocaust Furor and the U.S. Bishops,5,0
"After Campaign Push, Obama Cultivates Military",4,0
A Transfer of Power Brings Calm and Relief to the Illinois Capitol,4,0
Bush Lawyer Advised Rove to Shun Inquiries in Congress,5,0
January Wasn�t a Good Month on Wall St.,1,0
Procter & Gamble Earnings Rise 53% in Quarter,2,0
Obama Moves to Reverse Bush Labor Policies,4,0
Chief Executives Are Growing More Pessimistic,2,0
South Korea Heightens Military Readiness as North Scraps Pacts,4,0
Opposition Party to Join Zimbabwe’s Government,4,0
Moderate Elected President in Somalia,3,0
Zeinab Sadiq Jaafar,3,0
Haithem Ahmed Alam Khalaf,3,0
Khalid Shakar al-Dulaimi,3,0
Israeli Advocacy Group Begins Campaign to Help Palestinians Sue Over Settlements,4,0
"Utilities Turn Their Customers Green, With Envy",6,0
Memory of Pat Tillman Lives On in Phoenix,5,0
Powerful Forces Are at Work Inside the Physics of Hitting,3,0
William C. Rhoden: Talk of Unity Rings Hollow While Battles Persist Inside Union,10,0
Rod Woodson Tries to Stay Grounded Amid Hall of Fame Talk,7,0
"Nadal Outlasts Verdasco, but Federer Awaits in Australian Open Final",4,0
Hawks Pull Away Against the Nets� High-Scoring Backcourt,13,0
"Florida Speaker Steps Down, Citing Corruption Investigation",4,0
7 Die in Bus Crash Near Hoover Dam,4,0
The Smell of Success in the Quarter May Change,4,0
Speculation About Where Clinton Will Travel First,3,0
Republicans Choose First Black Party Chairman,1,0
Republicans Choose First Black Party Chairman,4,0
Successor in Illinois Is the Anti-Blagojevich,4,0
Stimulus Plan Encounters Stiff Resistance in Senate,3,0
"With a Swipe at Bush, Obama Acts to Bolster Labor",6,0
Smartphone From Dell? Just Maybe,4,0
Bishop Who Denied Holocaust Ousted,5,0
"With Bailout’s New Course, a Desire for Clarity",4,0
"For Russia’s Migrants, Economic Despair Douses Flickers of Hope",6,0
Court Orders California to Cut Prison Population,4,0
Knicks Coach Mike D’Antoni Takes Blame for Loss,3,0
F.D.A. Finds ‘Natural’ Diet Pills Spiked With Drugs,4,0
"Darwin, Prescient with ‘Origin,’ Is Still Influential",3,0
Scientists Crunch Data to Build an Evolutionary Tree of Life,7,0
Death Ends Coma Case That Set Off Furor in Italy,5,0
Facing Devils Adds to the Rangers� Drama,5,0
"Dragons, Dancing Ones, Set Off a Riot in China",4,0
DreamWorks and Disney Agree to Distribution Deal,4,0
13 Big Equity Firms Pledge to Invest Responsibly,4,0
Darwinism Must Die So That Evolution May Live,4,0
Executives at Barclays Defend Staff Bonuses,3,0
Historian Richard Milner Performs the Humor in Darwin,7,0
Fire Ravages Renowned Building in Beijing,3,0
France Announces $8.5 Billion Plan to Help Struggling Auto Industry,6,0
When Air Time Is Playtime,3,0
Geithner Said to Have Prevailed on the Bailout,5,0
Genes Offer New Clues in Old Debate on Species’ Origins,6,0
United States-Mexico Rivalry Resumes in World Cup Qualifiers,1,0
Governor Testifies at Ex-Senator’s Trial,6,0
Hotel at Center of Wyoming’s Politics Files for Bankruptcy,5,0
Holbrooke Says Afghan War ‘Tougher Than Iraq’,13,0
Israeli Vote Brings Push for Release of a Soldier,15,0
"For Traveling Mothers, Hurdles in Pumping Breast Milk",4,0
Madoff Agrees Not to Dispute S.E.C.’s Civil Case,4,0
Missouri Edges Kansas With a Last-Second Shot,3,0
U.S. Holds Recent Advantage in Meetings With Mexico,1,0
My Network TV in an Overhaul,3,0
"Months After Plant Closed, Most Workers Are Still Struggling",8,0
"New Media Breaks in, but Tradition Lives On",4,0
"Nissan to Cut 20,000 Jobs Amid Loss",5,0
Northern Iraq Suicide Blast Kills 4 American Soldiers,7,0
"On State Secrets, Obama Is Sounding Like Bush",8,0
"Aimless Travel? No, It’s Networking in the Sky",2,0
Palestinians Stop Paying Israeli Hospitals for Gaza and West Bank Patients,8,0
Top Russian Aide Calls for Less Kremlin Control,5,0
"For Poodles, Maintenance of the Highest Order",2,0
"Add Nuts to Your Diet With Sauces, Not Snacks",5,0
"Retiring From G.M., Lutz Holds Little Back",3,0
Roche Makes Offer to Buy Balance of Genentech,4,0
Seeing the Risks of Humanity’s Hand in Species Evolution,4,0
Strong Finish Gives Boston University Its 29th Beanpot Title,4,0
Sotheby’s Repurchases Manhattan Headquarters,2,0
"A Hall of Fame Linebacker Turns 50, Pondering Life Lessons and Dance Lessons",3,0
"Rodriguez Offers Apology, but Is It the Whole Truth?",4,0
Suicide Bomber Kills 28 in Sri Lanka,6,0
Taliban in Southern Pakistan Raise U.S. Fears,13,0
S.E.C. Enforcement Officer Steps Down,3,0
Trade Group Meets to Curb Protectionism,3,0
A Polite Forum for a Careful Confession,4,0
Union Explains Why 2003 Drug Tests Weren’t Destroyed,7,0
"Van Spirits Away Protester in Egypt, Signaling Crackdown on Criticism Over Gaza",8,0
"Video of Beheading of Pole Held by Taliban Is Real, Official Says",6,0
"Lindsey Vonn Wins Downhill, Picking Up Second Gold at World Championships",3,0
"Markets Tread Water, Waiting on Washington",1,0
Woods Announces the Birth of a Son,2,0
10-Year-Old Spaniel Named Best in Show at Westminster,3,0
Battle Is Close in Israeli Election,17,0
Bayer Running Ads to Clarify Benefits of Birth Control Pill,6,0
Concerns Raised Over 2 Obama Advisers Tied to a Citigroup Unit that Lost Money,8,0
"After Prices Rise, Profit Narrows at Molson Coors",6,0
Australia Fire Toll Could Exceed 200,4,0
Geithner Sets Out Sweeping Overhaul to Bank Bailout,5,0
Carwashes Accused of Labor Violations,6,0
China TV Network Apologizes for Fire,2,0
Deepening Slump Seen in European Output,4,0
The Tricky Question of Whether to Spend or Save,11,0
Agent Claims Evidence on Stevens Was Concealed,7,0
"For Geithner’s Debut, a Lukewarm Reception",4,0
"For Golfer, Wrong Ball Turns Into Right Move",3,0
Former First Lady of Taiwan Admits Laundering $2.2 Million,5,0
Cashman Says Yankees and Rodriguez Will ‘Deal With It’,4,0
Gates Orders Review of Policy on Soldiers’ Coffins,5,0
Fugitive�s Girlfriend Admits Aiding  His Escape,4,0
Frozen Sperm Keeps Dogs’ Championship Bloodlines Alive,5,0
Leaked Report Points to Larger Pakistani Role in Mumbai Attacks,3,0
Lobbyist Inquiry Appears to Be Widening,5,0
"In Peacekeeping, a Muddling of the Mission",6,0
Muzak Files  Chapter 11 to Refinance Debt,3,0
Sex Predator Accusations Shake a Wisconsin Town,7,0
New Museum Recalls Role in Gettysburg Address,8,0
All Is Tranquil for New York�s Other Team,4,0
Maine Senators Collins and Snowe Gain by Backing Stimulus,9,0
Iranian Overture Might Complicate Relations With Israel,5,0
Palestinians Press for War Crimes Inquiry on Gaza,12,0
British Bankers Face Parliament’s Wrath,9,0
"Qwest’s Profit Falls 49%, but Results Beat Forecasts",3,0
Iran Offers ‘Dialogue With Respect’ With U.S.,3,0
Death of Rider Jeremy Lusk Points to   Perils of Motocross,2,0
Rodriguez Has Been Identified From 2003; What About the Others?,4,0
Sirius XM Prepares for Possible Bankruptcy,5,0
Scientists Disappointed by Direction of Financing,4,0
Strong Third Period Gives Sharks a Comeback Win in Boston,3,0
A World Cup Qualifier. Cool.,3,0
Frank Gehry’s Software Keeps Buildings on Budget,7,0
"Tennessee House Member Wins Top Job, but Loses Party",5,0
Technology’s Fingerprints on the Stimulus Bill,4,0
Ticketmaster and Live Nation Agree to Merge,3,0
The Dissonant Undertones of M.I.A.,6,0
"Tower Rising in Las Vegas but Now, Not So High",6,0
V.M.I. Revived by a High-Octane Offense,3,0
U.S. Soccer Team Prizes Cohesion in Quest for World Cup,4,0
"'Vulture' Investors Eye Bad Assets, but Warily",7,0
Knicks Lose as Shots and Accusations Fly,6,0
Wholesale Inventories Drop the Most on Record,4,0
"With Swipe at U.S., Iraq Builds Ties to French",7,0
A Cellphone That Is Made With the Environment in Mind,4,0
Logitech�s Harmony Streamlines the Many Remotes,2,0
Liz Claiborne Looks for a Mizrahian Lift,4,0
"ArcelorMittal, No. 1 Steel Maker, Reports  Loss",2,0
Bank Stress Test May Expand Regulators’ Role,2,0
Finding the Right Point-and-Shoot Camera,9,0
Texas Ranchers and Farmers Struggle in Drought,3,0
Big Science Role Is Seen in Global Warming Cure,7,0
BlackBerry Maker Forecasts Disappointing Profit,3,0
British Bank Chief Sees a Deep Recession,3,0
British Regulator Quits as Accusations Mount in Banking Crisis,7,0
China Said to Be Seeking Bigger Stake in Rio Tinto,4,0
China Says 21 More People Will Go to Prison in Tibet Protests,7,0
Exports Plunge in China,3,0
Knicks Find Another Way to Lose,4,0
Coca-Cola Enterprises Posts Loss but Tops Forecasts,2,0
Lance Armstrong’s Testing Program Ends Before It Begins,4,0
Goals for Ethanol Production Are in Peril,3,0
Europe Moves to Ease Tensions on Protectionism,3,0
Foundations Could Be Fined for Madoff Investments,4,0
"Philip Rizk, Protester Freed by Egypt, Describes Ordeal",8,0
"From Transit Dispute, a Broader Battle",6,0
Geithner Is Pressed for Bailout Details,3,0
Geithner Defends His Approach to Banking Rescue,2,0
Congress Reaches Deal on Stimulus Plan,3,0
"In Israeli Vote, With Two Parties Nearly Tied, the Winner Is Gridlock",17,0
"Business Opportunity Knocks, Even in Bad Times",3,0
"Citing Public Anger, Lawmakers Challenge Bankers",4,0
Judges Approve Warrant for Sudan’s President,7,0
Rebuilding Knicks Don’t Regret Trading Crawford and Randolph,5,0
Laid-Off Foreigners Flee as Dubai Spirals Down,6,0
"In Lawsuit, a Dispute Over Whether Roberto Alomar Has H.I.V.",5,0
GigaPan Automates the Panoramic Picture,3,0
North Carolina Wins Fourth Straight Game at Duke,5,0
Mets’ Church Has Clear Head and Bubbling Optimism After  Season of Concussions,4,0
"More Room on the iPod, Coming Soon",3,0
Mugabe Swears In His Rival as Prime Minister of Zimbabwe,4,0
NATO Chief Presses Afghan Drug Fight,4,0
700 Merrill Employees Received $1 Million Bonuses,5,0
"No Tears This Time, Favre Retires Again",4,0
Oil Industry Ready to Work on Global Warming,3,0
DirecTV Owner Said to Seek Deal for Sirius XM,3,0
Owners of Older Dogs Revel in Westminster Winner,4,0
Ancient City’s Nazi Past Seeps Out After Stabbing,6,0
Crime Ring Accused of 82 Fraudulent Home Sales,4,0
Verizon Wireless VoIP Device Cuts the Landline,4,0
Banks’ Disarray Grows in Europe,5,0
Bounces Start to Go in for Rangers,3,0
Nine Killed as Tornado Rakes Oklahoma,2,0
Wife Withdrew $15.5 Million Before Madoff Arrest,3,0
"Security Talks About Iraq Not Needed, Iran Signals",9,0
Smart Play for Baseball and N.F.L. in Sirius Deals,7,0
A Midwestern Wind Infuses the U.S. With Zip and Zing,9,0
Markets Move Slightly Higher After a Sell-Off,2,0
20 Dead as Taliban Attackers Storm Kabul Offices,5,0
"Tiny Photos, From a Tiny Dell Printer",3,0
Bradley Scores Two Goals to Send Mexico Home With Nothing,3,0
"With Trade in Decline, U.S. Deficit Narrows",2,0
7 Die as Police and Militants Clash in Southern Russia,4,0
"Fox TV’s Gamble: Fewer, but More Costly, Ads",3,0
"After Making Eight Arrests, Police Ask About Phelps",4,0
A Woman on Horseback Finds Friends on the Road,6,0
Agency Skeptical of Internet Privacy Policies,4,0
Baseball Wants Union to Explain Allegation That Player Was Tipped,4,0
"Avery, With Wolf Pack, Is Grateful to Be Playing Hockey Again",5,0
An Effort to Upgrade a Court Archive System to Free and Easy,8,0
A Less Famous Brett Challenges Clemens to Be Jets’ Starting Quarterback,6,0
Hijacked Arms Ship Limps Into Port,7,0
Australia Wildfire Suspects Are Freed,3,0
Rodriguez Dominates Conversation at Yankees’ Camp,6,0
Brazilian Police Arrest Dozens in Drug Rings,2,0
Britain Investigates an A.I.G. Unit in London,3,0
Britain Refuses Entry to Dutch Lawmaker Whose Remarks and Film Have Angered Muslims,3,0
Charter Communications to File for Bankruptcy,3,0
"Tracking the Flight of Birds, With Tiny Backpacks",2,0
Chief of Swiss Re Steps Down,3,0
China Detains Building Chief in TV Complex Blaze,4,0
China to Investigate French Company Over Claims of Tainted Formula,6,0
Chinalco to Invest $19.5 Billion in Rio Tinto,3,0
Cycling Teams� Internal Antidoping Programs Draw Criticism,11,0
Deep Discounts Lifted Retail Sales 1% in January,3,0
Details of a Trimmer Stimulus Emerge,5,0
Disney to Start a Cable Channel for Boys,2,0
Dow Chemical Cuts Dividend by 64%,2,0
Lawmakers Move Quickly on Stimulus Vote,8,0
Fed Calls Gain in Household Wealth a Mirage,5,0
Google Ends Its Project for Selling Radio Ads,3,0
Jeff Gordon Hopes He Can Make Some Noise With Success,4,0
Governor Proposes Closing 8 Courts in New Hampshire,5,0
Big Debt Load Forcing Bankruptcy of Charter,2,0
I.R.S. Study Tries to Assess if Hospitals Earn Tax Breaks,6,0
Lessons From Japan in Stemming a Crisis,4,0
"Israel Opens the Gaza Border for 25,000 Carnations, Bound for Europe",7,0
Eni to Sell Gas Operations to Italian Grid Owner,4,0
Judge Dismisses Large Part of Clemens�s Defamation Lawsuit,8,0
Judges Plead Guilty in Scheme to Jail Youths for Profit,8,0
Notre Dame Routs Louisville to End Seven-Game Skid,9,0
Mayor Aims to Add Spark to Flagging Sex Lives,5,0
American Executive Fired in China Bribery Case,3,0
N.C.A.A. Ban on Lawyers for Athletes Is Ruled Illegal,9,0
Scientists in Germany Draft Neanderthal Genome,5,0
"Near Sri Lanka’s War Zone, Wounded Civilians Struggle to Cope",4,0
"Obama, at Caterpillar Plant, Lobbies for Stimulus Package",5,0
Obama’s Special Envoy Arrives in Afghanistan,3,0
"U.S. Offers Europe Goodwill, and Expects Something in Return",3,0
Pakistan Backtracks on Link to Mumbai Attacks,3,0
Pope Calls Any Denial of Holocaust ‘Intolerable’,4,0
Geithner Faces Test at Group of 7 Meeting,6,0
Administration Is Developing a Housing Rescue Plan,4,0
Ex-G.M. Workers Try to Reboot Their Lives,3,0
Seattle Police Chief May Be Next Drug Czar,5,0
Seeking More Than ‘Sorry’ From Rodriguez,8,0
Starbucks to Sell Instant Coffee,2,0
"Starting at Home, Iran’s Women Fight for Rights",3,0
"Missteps, and Quick Recovery, in White House With Strong Congressional Ties",7,0
Stocks Bounce Back From Steep Losses,1,0
Taiwan’s Low Profile May Aid Its Goals,4,0
Toyota’s Cost-Cutting Plan to Include Buyouts for Factory Workers,3,0
U.S. Investigates Dealings of Texas Billionaire’s Firm,3,0
Justice Department Seeks New Financial Fraud Powers,3,0
"Venezuela’s Jews, Already Uneasy, Are Jolted by Attack",6,0
Viacom Profit Falls 69% as Revenue Remains Flat,4,0
Viacom’s Head Optimistic as Profit Falls 69%,4,0
"Violence Across Iraq Kills 13, Including a Sunni Politician",3,0
"When the Generals Lose to the Globetrotters, Everyone Wins",5,0
"With Brodeur Returning, Devils Have Decisions to Make",5,0
"For Mets’ Murphy, It’s All About Hitting All the Time",3,0
"100,000 Parents of Citizens Were Deported Over 10 Years",5,0
17-Point Play Waved Off in California,5,0
Pretax Loss Weakens British Banking Merger,4,0
Kentucky Star Forges Identity With Every Point,5,0
Economic Confidence Continues to Fall,4,0
"At a Tribute to His Legacy, Alex Rodriguez Faces His Flaws",6,0
Australia Says Children Died in Skirmish With Taliban,4,0
"The New Atheism, and Something More",3,0
"Bipartisanship Isn’t So Easy, Obama Sees",4,0
Blackwater Changes Its Name to Xe,4,0
British Officers in ’05 Killing in Subway Won’t Be Charged,6,0
Irish Life�s Chief Resigns Amid Controversy Over Funds,4,0
"Civil Rights Hero, Now a Judge, Is Indicted in a Bribery Case",6,0
Clinton Seeks a Shift on China,11,0
Days of Wine and Roses Are Over This Valentine’s,3,0
"Impairing the European Union, Gibe by Gibe",7,0
Europe’s Recession Deeper Than Expected,3,0
Ex-BDO Partner Pleads Guilty in Tax Shelter Case,3,0
"Hincapie and Armstrong, Former Teammates, Take on New Roles",6,0
Disposing of Assets of Failed Banks Tests F.D.I.C.,4,0
Cycling Enters Electronic Age With Gear-Shifting System,3,0
"For Fine Recession Wear, $7,000 Suits From Saks",4,0
Hamas Sees Cease-Fire Within Days; Israel Demurs,3,0
Imprisoned Felon Was Adviser to Madoff Investor,3,0
A New Role for Iraqi Militants: Patrons of the Arts,4,0
India Presses Pakistan to Do More on Terror,4,0
"The Rays, Surprising No More, Look to Improve",4,0
Kidnappers Threaten to Kill U.N. Official Abducted in Pakistan,5,0
Lawmakers Want Look at Sheriff in Arizona,4,0
Phelps Retains Mazda Sponsorship After Apology to Chinese,4,0
Microsoft Plans to Open Retail Stores,4,0
Opposition Accuses Chávez of Unfair Tactics as Vote Nears,5,0
PepsiCo Profit Falls 43 Percent,2,0
Less-Famous Players From a 2004 Trade Are Joined on the Mets,7,0
4 Prosecutors in Stevens Case Held in Contempt,4,0
Rainy Days in Paradise,5,0
Rituals of the Rich Meet Realities of the Economy,3,0
"With a 64, Goosen Takes a 2-Shot Lead",8,0
"Santana Is Out of the Classic, Disappointing a Nation",6,0
Seton Hall Center Leads With His Legs,3,0
Nowhere to Hide for Faltering Suns,7,0
Several Big Banks Halt Foreclosures Until March,4,0
Stimulus Bill Would Bestow New Aid to Many Workers,3,0
Stimulus Plan Sets New Limits on Executive Pay,7,0
Suicide Bomber Kills 30 in Baghdad Pilgrimage Attack,4,0
Suit Names 2 Judges Accused in a Kickback Case,5,0
"After Three Straight Titles, Jimmie Johnson Is Still Not Favored",4,0
Zimbabwe Opposition Party Official Arrested,3,0
Peanut Company Files to Liquidate Its Assets,4,0
Trumps Leave Board of Trump Casino Company,4,0
Wall Street Ends Week With Losses,1,0
Witness to Say She Saw Bonds Being Injected,4,0
Words of Support for Alex Rodriguez as the Yankees Settle In,8,0
"Wyndham, Hotel Company, Posts $1.36 Billion Loss",2,0
15 Die on Indian Train,3,0
"24,000 Pages of Bess Truman’s Family Papers Are Released",5,0
"Soaring, Never Boring",3,0
Aide’s Arrest in Zimbabwe Draws Fire of Premier,4,0
K.H.L. Leader Chides N.H.L. On 2014 Games,4,0
Chávez Reaches Out to Obama Ahead of Vote,4,0
"At UConn, Men and Women On Track to Twin Titles",4,0
Contempt Charges Rescinded for a Stevens Prosecutor,2,0
Go Ahead and Save. This Is the Government’s Problem.,4,0
Economy Catches Up to Nascar’s Big Names,4,0
Ecstasy Ensnares Upper-Class Teenagers in Brazil,4,0
The Worst Misstep: Geithner Added to the Doubt,5,0
"Helping Hands Keep Alberto Arroyo, Jogging Pioneer at Central Park, Going",3,0
Illinois Shooting Victims Move On in Different Ways,3,0
"Manuel, in Charge of Mets From Day 1, Mulls Big Changes",7,0
"In Gingrich Mold, a New Voice for G.O.P. Resistance",4,0
"In Romania, Children Left Behind Suffer the Strains of Migration",5,0
Inquiry on Graft in Iraq Focuses on U.S. Officers,9,0
Investigators Say Plane Fell Flat on House Below,2,0
Is America Ready to Quit Coal?,5,0
"In Baseball,  Numbers Offer Few Conclusions on  Steroid Use",2,0
Las Vegas Sags as Conventions Cancel,4,0
N.B.A. and Union Are Discussing New Labor Deal,7,0
Lebanese Rally Backs U.N. Tribunal Looking Into ’05 Killing of Ex-Leader,3,0
"Arizona Hands No. 11 U.C.L.A. Its Second Straight Loss, 84-72",19,0
Bringing Wind Turbines to Ordinary Rooftops,3,0
"In Weekly Address, Obama Hails Stimulus and Announces Plans to Cut Deficit",4,0
Palestinian Campus Looks to East Bank (of Hudson),5,0
How Google Decides to Pull the Plug,5,0
"For Some Cyclists, Fallout From Bans Lingers",3,0
Rivera Takes His Time Recovering From Shoulder Surgery,4,0
Trans-Atlantic Hat Trick for Michael Bradley,2,0
Riesch Wins Slalom; Injured Vonn Falls at Worlds,2,0
Saudi King Dismisses 2 Officials in a Shuffle,3,0
Dustin Johnson Takes Four-Shot Lead at Pebble Beach,4,0
Softer Policy on Drugs Is Debated in Argentina,2,0
Some Pastors Worry About Guns in Church,3,0
Mets’ Manual Has Light Touch and Heavy Burden,3,0
"In Aaron�s View, Bonds Is Home Run King",5,0
Suit Filed Over Killing of Teenager in Classroom,7,0
Taking the Wheel as Toyota Skids,5,0
Killing Stirs Racial Unease in Texas,6,0
"Though Many Are Stalked, Few Report It",3,0
Treasury Boss Taking Fire in Europe Over Stimulus,5,0
Turning to the Public for Advice on a Budget,3,0
U.S. and Belarus in Dispute Over Inmate,5,0
U.S. Military Will Offer Path to Citizenship,8,0
Job Losses Pose a Threat to Stability Worldwide,4,0
Big 12 Powers Oklahoma and Baylor Roll,9,0
Is Zack Snyder a ‘Visionary’? See for Yourself in His 2 Films,5,0
Playmobil�s Checkpoint Strikes Some as Too Real,4,0
An Unexpected Journey for an Anonymous All-Star,4,0
"When Analyst Juan Williams Is on ‘The O’Reilly Factor,’ NPR Wants No Part",6,0
"At Reading in Beijing, Noted Writer Is Stabbed",9,0
Cellphone Makers Start Offering ‘Green’ Models,4,0
Goodes Earns First Pro Title With Champions Win,2,0
Chávez Scores a Decisive Victory in His Bid to Lift Term Limits in Venezuela,5,0
New Orleans Laborers Become Robbers’ Prey,7,0
Power Play Secures a Seesaw Game vs. West�s Best,3,0
"The ’30s Were Lean, Even the Recipes",3,0
Frustration Grows  for Slumping Rangers,3,0
"For Smoltz, No Disguising the Pain as His Shoulder Heals",3,0
"With “The Strategy Room,” Fox News Offers a Live News Webcast ",7,0
